                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.65181,                0.34231,                0.85169,                0.90184,                0.70089,                0.82394,                0.57991,                0.61784,                0.29993,                0.86809,               0.005347,               0.005347,               0.005347
                     96,                0.64888,                0.34254,                0.85248,                0.89334,                 0.7035,                0.82361,                0.58635,                 0.6078,                   0.31,                0.86615,              0.0052975,              0.0052975,              0.0052975
                     97,                 0.6439,                0.33839,                0.85284,                0.89392,                0.70655,                 0.8268,                0.59404,                0.60978,                0.30138,                0.86719,               0.005248,               0.005248,               0.005248
                     98,                0.64469,                0.34017,                0.85084,                0.88275,                0.70811,                0.82435,                0.58289,                  0.632,                0.30196,                0.87221,              0.0051985,              0.0051985,              0.0051985
                     99,                0.65359,                0.34189,                0.85248,                0.88976,                0.70062,                0.82211,                0.59026,                0.61103,                0.30005,                0.86586,               0.005149,               0.005149,               0.005149
                    100,                0.65069,                 0.3424,                0.85372,                0.89013,                0.70355,                0.82364,                0.58432,                0.62706,                0.29989,                0.86911,              0.0050995,              0.0050995,              0.0050995
                    101,                0.64713,                0.34056,                0.85353,                0.88548,                0.70821,                0.82426,                0.58566,                0.61167,                0.29066,                0.86464,                0.00505,                0.00505,                0.00505
                    102,                0.64395,                0.33949,                0.85375,                 0.8933,                0.70028,                0.82131,                0.58839,                0.60256,                 0.2879,                 0.8654,              0.0050005,              0.0050005,              0.0050005
                    103,                0.63756,                0.33464,                0.85033,                0.90674,                0.69346,                0.82223,                0.59247,                 0.6106,                0.30095,                0.86474,               0.004951,               0.004951,               0.004951
                    104,                 0.6317,                0.33198,                0.84642,                0.88712,                0.71245,                0.82819,                 0.5934,                0.59045,                0.28964,                 0.8605,              0.0049015,              0.0049015,              0.0049015
                    105,                0.63798,                0.33599,                0.85015,                0.88072,                0.70943,                0.82441,                0.58451,                 0.6127,                0.29277,                0.86562,               0.004852,               0.004852,               0.004852
                    106,                0.64355,                0.33764,                0.85156,                0.88003,                0.72092,                0.83014,                0.59236,                0.59477,                 0.2884,                0.86191,              0.0048025,              0.0048025,              0.0048025
                    107,                0.63104,                0.33242,                0.84883,                0.88606,                0.70753,                0.82504,                0.58662,                0.59116,                0.29053,                0.86527,               0.004753,               0.004753,               0.004753
                    108,                0.63002,                0.33111,                0.84709,                0.91174,                0.70396,                 0.8293,                0.60062,                0.60195,                0.28182,                0.86269,              0.0047035,              0.0047035,              0.0047035
                    109,                0.63648,                0.33407,                0.84932,                0.89357,                0.71211,                0.82942,                0.59868,                0.58137,                 0.2959,                0.86128,               0.004654,               0.004654,               0.004654
                    110,                0.63161,                0.33264,                0.84959,                0.89487,                0.71784,                  0.832,                0.60079,                0.59515,                0.28819,                0.85992,              0.0046045,              0.0046045,              0.0046045
                    111,                0.63159,                0.33285,                0.84876,                 0.8956,                0.71521,                0.83054,                0.60295,                0.57962,                0.28565,                0.85687,               0.004555,               0.004555,               0.004555
                    112,                0.61887,                0.32705,                0.84605,                0.89225,                 0.7034,                0.82569,                0.60453,                0.59386,                 0.2872,                0.86237,              0.0045055,              0.0045055,              0.0045055
                    113,                0.62486,                0.32568,                0.84449,                0.87979,                0.71726,                0.83082,                0.59934,                0.59371,                0.28539,                0.86077,               0.004456,               0.004456,               0.004456
                    114,                 0.6192,                0.32472,                0.84576,                0.90511,                0.71276,                 0.8334,                0.60474,                0.59254,                0.28042,                0.85655,              0.0044065,              0.0044065,              0.0044065
                    115,                0.61048,                0.32391,                0.84331,                0.89421,                0.71016,                0.82943,                0.60265,                0.57947,                 0.2778,                0.85718,               0.004357,               0.004357,               0.004357
                    116,                0.62228,                0.32927,                0.84758,                0.88764,                0.71509,                0.82851,                0.59648,                0.59503,                0.28682,                0.86125,              0.0043075,              0.0043075,              0.0043075
                    117,                0.61235,                0.32344,                0.84598,                0.89742,                0.72463,                0.83461,                0.60585,                0.57825,                0.27655,                0.85852,               0.004258,               0.004258,               0.004258
                    118,                0.61509,                0.32473,                 0.8443,                0.90862,                0.70845,                0.83225,                0.60442,                0.59108,                0.28899,                0.86056,              0.0042085,              0.0042085,              0.0042085
                    119,                0.60861,                0.32193,                0.84174,                0.89209,                0.71357,                0.82956,                0.59976,                0.60449,                0.29127,                0.86029,               0.004159,               0.004159,               0.004159
                    120,                 0.6185,                0.32662,                0.84382,                0.88575,                0.71013,                0.82677,                0.59772,                0.58441,                0.27886,                0.85854,              0.0041095,              0.0041095,              0.0041095
                    121,                  0.607,                0.32015,                0.84279,                0.89903,                0.71121,                0.83177,                0.60693,                0.57506,                0.28826,                0.85452,                0.00406,                0.00406,                0.00406
                    122,                0.60193,                0.31918,                0.84146,                0.90435,                 0.7134,                0.83386,                0.60652,                0.56951,                0.27805,                0.85364,              0.0040105,              0.0040105,              0.0040105
                    123,                0.60793,                  0.321,                0.84315,                0.90449,                0.72082,                 0.8381,                0.61148,                 0.5729,                0.27468,                0.85534,               0.003961,               0.003961,               0.003961
                    124,                0.60085,                0.31775,                0.84146,                 0.8963,                0.71677,                0.83282,                0.60929,                0.56488,                0.27263,                0.85439,              0.0039115,              0.0039115,              0.0039115
                    125,                0.60058,                0.31629,                0.84325,                0.89202,                0.72016,                 0.8336,                0.60696,                0.56464,                0.27584,                0.85273,               0.003862,               0.003862,               0.003862
                    126,                0.59984,                0.31633,                0.84153,                0.90198,                 0.7136,                0.83349,                0.60593,                0.56788,                0.27949,                0.85403,              0.0038125,              0.0038125,              0.0038125
                    127,                0.59757,                0.31387,                0.84024,                0.90737,                0.71921,                0.83598,                 0.6072,                0.56287,                0.27224,                0.85324,               0.003763,               0.003763,               0.003763
                    128,                0.58643,                0.31099,                0.83839,                0.89396,                0.71723,                0.83323,                0.60478,                0.55932,                0.27253,                0.85305,              0.0037135,              0.0037135,              0.0037135
                    129,                0.59774,                  0.314,                0.84042,                0.90039,                0.71462,                0.83287,                0.60428,                0.57335,                0.27586,                0.85542,               0.003664,               0.003664,               0.003664
                    130,                0.59632,                0.31419,                0.84027,                0.91256,                0.71819,                0.83712,                0.60923,                0.56237,                   0.27,                0.85066,              0.0036145,              0.0036145,              0.0036145
                    131,                0.59865,                0.31506,                0.83998,                0.90352,                0.72819,                0.83956,                0.60978,                0.56503,                0.27357,                0.85101,               0.003565,               0.003565,               0.003565
                    132,                0.58497,                0.30936,                0.83814,                0.90732,                0.72775,                0.84178,                0.61334,                0.55908,                0.26516,                0.85128,              0.0035155,              0.0035155,              0.0035155
                    133,                0.58233,                0.30901,                0.83872,                 0.9193,                 0.7059,                0.83511,                0.61171,                0.56241,                0.26873,                0.84939,               0.003466,               0.003466,               0.003466
                    134,                0.58368,                0.30823,                0.83673,                0.90142,                 0.7268,                0.83915,                0.61069,                 0.5656,                0.27338,                 0.8498,              0.0034165,              0.0034165,              0.0034165
                    135,                0.57701,                0.30664,                0.83721,                0.90645,                0.72894,                0.84226,                0.61251,                0.56743,                0.27168,                 0.8518,               0.003367,               0.003367,               0.003367
                    136,                0.57232,                0.30291,                0.83585,                0.90405,                0.72882,                0.84201,                0.61356,                0.56249,                0.26821,                0.84968,              0.0033175,              0.0033175,              0.0033175
                    137,                0.57988,                0.30851,                0.83825,                0.89422,                0.72841,                0.83834,                0.60899,                0.57108,                0.26947,                0.85029,               0.003268,               0.003268,               0.003268
                    138,                0.58311,                0.30851,                0.83768,                 0.9165,                0.72656,                 0.8433,                0.61216,                0.56926,                0.27036,                0.84921,              0.0032185,              0.0032185,              0.0032185
                    139,                0.57978,                 0.3072,                0.83983,                0.89821,                0.73516,                  0.843,                0.61292,                0.57869,                0.26802,                0.85185,               0.003169,               0.003169,               0.003169
                    140,                0.57805,                0.30505,                0.83891,                0.90578,                0.73748,                0.84629,                0.61477,                0.57178,                0.26633,                0.84908,              0.0031195,              0.0031195,              0.0031195
                    141,                0.57151,                0.30247,                0.83554,                0.93136,                0.71868,                0.84379,                0.61671,                0.56819,                0.26543,                 0.8494,                0.00307,                0.00307,                0.00307
                    142,                0.57838,                 0.3048,                 0.8372,                0.92603,                0.73102,                0.84716,                0.62481,                0.55545,                0.26261,                 0.8482,              0.0030205,              0.0030205,              0.0030205
                    143,                0.57391,                0.30266,                0.83592,                0.92068,                0.71831,                0.84024,                0.62062,                0.56213,                0.26524,                0.84852,               0.002971,               0.002971,               0.002971
                    144,                0.56861,                0.30107,                0.83606,                0.89956,                0.73347,                0.84431,                0.61638,                0.55503,                0.26279,                0.84835,              0.0029215,              0.0029215,              0.0029215
                    145,                0.56694,                    0.3,                0.83326,                0.90626,                0.73002,                0.84282,                0.62184,                0.55362,                0.26388,                0.84624,               0.002872,               0.002872,               0.002872
                    146,                0.57285,                0.30276,                0.83649,                0.90855,                0.73585,                0.84604,                0.62753,                0.54512,                0.25839,                0.84512,              0.0028225,              0.0028225,              0.0028225
                    147,                0.56988,                0.30298,                0.83643,                0.90435,                0.73213,                0.84381,                0.62263,                0.55234,                0.26037,                0.84556,               0.002773,               0.002773,               0.002773
                    148,                 0.5599,                0.29775,                0.83361,                0.92151,                0.72324,                0.84316,                0.62351,                0.55854,                0.26111,                0.84617,              0.0027235,              0.0027235,              0.0027235
                    149,                0.56168,                  0.297,                0.83305,                0.90086,                0.73043,                0.84191,                0.62093,                 0.5562,                0.26189,                0.84724,               0.002674,               0.002674,               0.002674
                    150,                0.56226,                0.29791,                0.83448,                 0.9166,                0.72506,                0.84282,                0.62433,                0.54955,                0.26148,                0.84433,              0.0026245,              0.0026245,              0.0026245
                    151,                0.55932,                0.29685,                0.83387,                0.90641,                0.72757,                0.84296,                0.62079,                0.55667,                0.25689,                0.84652,               0.002575,               0.002575,               0.002575
                    152,                0.55828,                0.29552,                 0.8338,                0.89978,                0.74019,                0.84634,                0.62486,                0.55158,                0.26025,                0.84438,              0.0025255,              0.0025255,              0.0025255
                    153,                0.55595,                  0.292,                0.83285,                0.90386,                0.74099,                0.84778,                0.62576,                0.54578,                0.25612,                0.84298,               0.002476,               0.002476,               0.002476
                    154,                  0.559,                0.29655,                0.83252,                0.91035,                0.73455,                0.84552,                0.62545,                 0.5497,                0.25858,                0.84457,              0.0024265,              0.0024265,              0.0024265
                    155,                0.55561,                0.29511,                0.83237,                0.90025,                0.73365,                0.84311,                0.62266,                0.54793,                0.26243,                0.84304,               0.002377,               0.002377,               0.002377
                    156,                0.54585,                0.28795,                0.82869,                0.90299,                0.73297,                0.84305,                0.62376,                0.54674,                0.25721,                0.84514,              0.0023275,              0.0023275,              0.0023275
                    157,                0.55597,                0.29354,                 0.8321,                 0.9236,                0.72562,                0.84415,                0.62207,                0.54904,                 0.2554,                0.84522,               0.002278,               0.002278,               0.002278
                    158,                0.54274,                0.28856,                0.82878,                0.90645,                0.73696,                0.84604,                0.62437,                0.54377,                0.25872,                0.84547,              0.0022285,              0.0022285,              0.0022285
                    159,                0.54698,                0.28967,                0.83164,                 0.9059,                0.73294,                0.84323,                 0.6295,                0.53963,                0.25745,                0.84303,               0.002179,               0.002179,               0.002179
