                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                0.67089,                0.35388,                0.82892,                0.86296,                0.70626,                0.81931,                0.58745,                0.81185,                0.37023,                0.85966,              0.0003565,              0.0003565,              0.0003565
                    132,                 0.6527,                0.34526,                0.82624,                0.88404,                0.69171,                0.81889,                0.58673,                0.80718,                0.36956,                 0.8579,             0.00035155,             0.00035155,             0.00035155
                    133,                0.65019,                0.34424,                0.82446,                0.89532,                0.68748,                0.81882,                0.58951,                0.80409,                0.36908,                0.85958,              0.0003466,              0.0003466,              0.0003466
                    134,                0.65422,                0.34833,                0.82664,                0.87461,                 0.6971,                0.81867,                0.58607,                0.80486,                0.37042,                0.85874,             0.00034165,             0.00034165,             0.00034165
                    135,                0.65434,                0.34704,                0.82667,                 0.8865,                0.69324,                0.81983,                0.58736,                0.80773,                0.37052,                0.85978,              0.0003367,              0.0003367,              0.0003367
                    136,                0.65486,                0.34494,                0.82468,                0.88778,                0.69906,                0.82368,                0.59156,                0.80238,                0.36674,                0.85894,             0.00033175,             0.00033175,             0.00033175
                    137,                0.65054,                0.34678,                0.82719,                0.88991,                0.68928,                0.81891,                 0.5909,                0.80398,                0.36752,                0.85825,              0.0003268,              0.0003268,              0.0003268
                    138,                0.66464,                0.35271,                0.82763,                0.87274,                0.70033,                 0.8201,                0.59143,                0.80248,                0.36568,                0.85815,             0.00032185,             0.00032185,             0.00032185
                    139,                0.66384,                0.35243,                0.82907,                0.89027,                0.69253,                0.81801,                0.58673,                 0.8085,                0.36727,                0.85939,              0.0003169,              0.0003169,              0.0003169
                    140,                0.65374,                0.34712,                0.82766,                0.89919,                0.69161,                 0.8209,                 0.5857,                0.80977,                0.36978,                0.85998,             0.00031195,             0.00031195,             0.00031195
                    141,                0.65063,                0.34593,                0.82718,                0.90062,                0.68184,                  0.817,                0.59251,                0.80118,                0.36794,                0.85772,               0.000307,               0.000307,               0.000307
                    142,                0.65208,                0.34429,                0.82511,                0.88716,                0.69699,                0.82206,                0.58902,                0.80323,                0.37108,                0.85731,             0.00030205,             0.00030205,             0.00030205
                    143,                0.66287,                 0.3501,                0.82797,                 0.8977,                0.68851,                0.82191,                0.58926,                0.80114,                0.36815,                 0.8569,              0.0002971,              0.0002971,              0.0002971
                    144,                0.64723,                0.34303,                 0.8253,                0.88835,                0.70011,                0.82373,                0.59168,                0.80005,                0.36618,                0.85693,             0.00029215,             0.00029215,             0.00029215
                    145,                0.64042,                0.34055,                0.82456,                0.90424,                0.69528,                0.82453,                0.59264,                0.79862,                 0.3656,                 0.8578,              0.0002872,              0.0002872,              0.0002872
                    146,                0.65589,                0.34781,                0.82856,                0.89292,                0.69678,                0.82407,                0.59418,                0.79734,                0.36432,                0.85934,             0.00028225,             0.00028225,             0.00028225
                    147,                0.65701,                 0.3472,                0.82817,                 0.8858,                0.70749,                0.82618,                0.59247,                0.79803,                0.36534,                0.85761,              0.0002773,              0.0002773,              0.0002773
                    148,                0.64607,                0.34312,                0.82618,                0.88873,                0.69939,                0.82395,                0.59217,                0.80111,                0.36837,                0.85687,             0.00027235,             0.00027235,             0.00027235
                    149,                0.64193,                0.34103,                0.82654,                0.88785,                0.70614,                0.82605,                0.59134,                0.80319,                0.36683,                0.85692,              0.0002674,              0.0002674,              0.0002674
                    150,                 0.6524,                 0.3454,                0.82637,                 0.8886,                0.70749,                0.82655,                0.59301,                0.79761,                0.36577,                0.85636,             0.00026245,             0.00026245,             0.00026245
                    151,                0.64494,                0.34083,                0.82521,                0.87913,                0.70599,                0.82451,                0.59147,                0.80225,                0.36666,                0.85754,              0.0002575,              0.0002575,              0.0002575
                    152,                0.64213,                0.34007,                0.82592,                0.90383,                0.69797,                0.82596,                0.59083,                0.80108,                0.36653,                0.85869,             0.00025255,             0.00025255,             0.00025255
                    153,                0.64056,                0.34016,                0.82504,                0.87708,                0.71314,                0.82654,                0.59479,                0.79504,                0.36354,                0.85758,              0.0002476,              0.0002476,              0.0002476
                    154,                0.65446,                0.34577,                0.82856,                0.87947,                 0.7097,                0.82734,                0.59393,                0.79959,                0.36492,                0.85764,             0.00024265,             0.00024265,             0.00024265
                    155,                0.64298,                0.34008,                 0.8259,                0.86831,                0.71462,                0.82543,                0.59441,                  0.798,                0.36442,                0.85702,              0.0002377,              0.0002377,              0.0002377
